Location,Denomination,Month,Weekday,Type,Theme,Age,Promotion,Coupons,Weather,Coin-in
3rd Floor - Front,Two Dollar,Jan,Tuesday,4 Reel,Entertainment,14,New Player,None,revolting,1542
3rd Floor - Front,Two Dollar,Jan,Sunday,5 Reel,History,8,New Player,None,arid,1986
3rd Floor - Front,Two Dollar,Feb,Wednesday,4 Reel,Regional,12,Daily Special,None,icy,1835
3rd Floor - Front,Two Dollar,Apr,Monday,5 Reel,Adventure,10,VIP,None,snow,129
3rd Floor - Front,Two Dollar,Apr,Tuesday,Progressive,Riches,17,None,None,humid,299
3rd Floor - Front,Two Dollar,May,Thursday,5 Reel,History,11,Monthy Player,None,stormy,1850
3rd Floor - Front,Two Dollar,May,Friday,5 Reel,Retro,14,Daily Special,None,wet,936
3rd Floor - Front,Two Dollar,Jun,Wednesday,Bonus Video,Holidays,10,New Player,None,tempestuous,1438
3rd Floor - Front,Two Dollar,Jun,Thursday,Bonus Video,Retro,6,VIP,None,rainy,1714
3rd Floor - Front,Two Dollar,Jul,Monday,4 Reel,History,15,VIP,None,windy,591
3rd Floor - Front,Two Dollar,Jul,Friday,5 Reel,Holidays,2,None,None,hot,1794
3rd Floor - Front,Two Dollar,Sep,Thursday,Bonus Video,History,19,New Player,None,calm,1072
3rd Floor - Front,Two Dollar,Sep,Sunday,Bonus Video,Love,17,VIP,None,misty,334
3rd Floor - Front,Two Dollar,Oct,Sunday,4 Reel,Regional,11,Monthy Player,None,stormy,2111
3rd Floor - Front,Two Dollar,Nov,Thursday,Bonus Video,Retro,15,New Player,None,windy,1552
3rd Floor - Front,Two Dollar,Nov,Friday,Progressive,Adventure,3,New Player,None,cloudy,1291
3rd Floor - Front,Two Dollar,Nov,Friday,Progressive,Food,3,Daily Special,None,balmy,812
3rd Floor - Front,Five Dollar,Mar,Monday,Bonus Video,Casinos,11,Daily Special,None,blusterous,1657
3rd Floor - Front,Five Dollar,Mar,Tuesday,Progressive,American,20,Monthy Player,None,clear,131
3rd Floor - Front,Five Dollar,Mar,Wednesday,Bonus Video,Entertainment,10,New Player,None,warm,268
3rd Floor - Front,Five Dollar,Apr,Tuesday,4 Reel,Regional,5,New Player,None,calm,1765
3rd Floor - Front,Five Dollar,May,Tuesday,4 Reel,Retro,6,None,None,blusterous,654
3rd Floor - Front,Five Dollar,May,Wednesday,Bonus Video,American,6,Monthy Player,None,clear,209
3rd Floor - Front,Five Dollar,May,Sunday,Progressive,Regional,14,None,None,arid,700
3rd Floor - Front,Five Dollar,Aug,Tuesday,4 Reel,American,5,None,None,humid,1899
3rd Floor - Front,Five Dollar,Aug,Tuesday,5 Reel,Magic,17,Monthy Player,None,dead,505
3rd Floor - Front,Five Dollar,Oct,Monday,Bonus Video,American,7,Monthy Player,None,close,1635
3rd Floor - Front,Five Dollar,Nov,Wednesday,Progressive,Regional,16,Monthy Player,None,stormy,1576
3rd Floor - Front,Five Dollar,Dec,Monday,Progressive,Regional,19,New Player,None,sunny,1307
3rd Floor - Front,Five Dollar,Dec,Monday,Bonus Video,Holidays,17,Monthy Player,None,windy,363
3rd Floor - Front,Five Dollar,Dec,Thursday,Progressive,Love,3,Monthy Player,None,showery,809
3rd Floor - Front,Ten Dollar,Jan,Thursday,5 Reel,Movies,7,Monthy Player,None,dark,352
3rd Floor - Front,Ten Dollar,Feb,Thursday,5 Reel,Adventure,19,Daily Special,None,revolting,753
3rd Floor - Front,Ten Dollar,Mar,Sunday,Bonus Video,Sea,19,New Player,None,hot,775
3rd Floor - Front,Ten Dollar,Apr,Tuesday,Bonus Video,Retro,8,Monthy Player,None,cloudy,870
3rd Floor - Front,Ten Dollar,Apr,Friday,Progressive,Movies,16,Daily Special,None,muggy,229
3rd Floor - Front,Ten Dollar,Apr,Sunday,5 Reel,Fairy Tale,11,None,None,rainy,1704
3rd Floor - Front,Ten Dollar,May,Tuesday,4 Reel,Adventure,8,New Player,None,sunny,1870
3rd Floor - Front,Ten Dollar,May,Wednesday,4 Reel,Food,8,New Player,None,icy,283
3rd Floor - Front,Ten Dollar,May,Wednesday,Progressive,Fruit,20,Monthy Player,None,warm,1570
3rd Floor - Front,Ten Dollar,May,Thursday,Progressive,Retro,8,None,None,rainy,550
3rd Floor - Front,Ten Dollar,May,Friday,5 Reel,Holidays,11,Daily Special,None,scorching,948
3rd Floor - Front,Ten Dollar,Jun,Thursday,4 Reel,Magic,8,None,None,warm,311
3rd Floor - Front,Ten Dollar,Jun,Thursday,Progressive,Fairy Tale,5,Daily Special,None,blusterous,1996
3rd Floor - Front,Ten Dollar,Jul,Friday,Progressive,American,19,Monthy Player,None,muggy,1833
3rd Floor - Front,Ten Dollar,Jul,Sunday,Bonus Video,Magic,6,Daily Special,None,cloudy,35
3rd Floor - Front,Ten Dollar,Aug,Thursday,Progressive,Fairy Tale,2,VIP,None,bad,2080
3rd Floor - Front,Ten Dollar,Nov,Wednesday,Bonus Video,Love,17,Daily Special,None,stormy,1915
3rd Floor - Front,Ten Dollar,Nov,Friday,4 Reel,Food,9,None,None,snow,1785
3rd Floor - Front,Ten Dollar,Dec,Friday,5 Reel,Classic Symbols,13,None,None,showery,1246
3rd Floor - Front,Ten Dollar,Dec,Sunday,4 Reel,Fruit,8,New Player,None,tempestuous,411
3rd Floor - Front,Twenty Five Dollar,Mar,Monday,Bonus Video,Entertainment,7,Monthy Player,None,humid,1778
3rd Floor - Front,Twenty Five Dollar,Apr,Sunday,4 Reel,Classic Symbols,14,None,None,arid,1472
3rd Floor - Front,Twenty Five Dollar,May,Thursday,Bonus Video,Food,16,Monthy Player,None,cold,1758
3rd Floor - Front,Twenty Five Dollar,Jul,Friday,5 Reel,Adventure,1,New Player,None,cold,1756
3rd Floor - Front,Twenty Five Dollar,Aug,Friday,Progressive,Classic Symbols,3,Daily Special,None,wet,1866
3rd Floor - Front,Twenty Five Dollar,Oct,Wednesday,4 Reel,Travel,1,None,None,showery,1004
3rd Floor - Front,Twenty Five Dollar,Oct,Sunday,4 Reel,History,14,VIP,None,drizzly,1913
3rd Floor - Front,Twenty Five Dollar,Nov,Wednesday,4 Reel,Movies,10,None,None,damp,295
3rd Floor - Front,Twenty Five Dollar,Nov,Wednesday,Bonus Video,Other,3,VIP,None,drizzly,216
3rd Floor - Front,Fifty Dollar,Jan,Monday,5 Reel,Fruit,13,None,None,warm,2194
3rd Floor - Front,Fifty Dollar,Jan,Wednesday,Progressive,Love,10,None,None,crummy,1700
3rd Floor - Front,Fifty Dollar,Mar,Tuesday,5 Reel,Adventure,16,VIP,None,showery,1851
3rd Floor - Front,Fifty Dollar,Mar,Thursday,5 Reel,History,2,Monthy Player,None,scorching,1873
3rd Floor - Front,Fifty Dollar,Apr,Thursday,4 Reel,Fairy Tale,7,VIP,None,steamy,12
3rd Floor - Front,Fifty Dollar,Jun,Sunday,Bonus Video,Adventure,6,New Player,None,snow,1806
3rd Floor - Front,Fifty Dollar,Aug,Tuesday,5 Reel,Casinos,18,None,None,steamy,1995
3rd Floor - Front,Fifty Dollar,Aug,Friday,Progressive,Retro,10,Daily Special,None,mild,863
3rd Floor - Front,Fifty Dollar,Oct,Sunday,5 Reel,American,1,New Player,None,balmy,891
3rd Floor - Front,Fifty Dollar,Nov,Monday,Bonus Video,Entertainment,14,New Player,None,calm,713
3rd Floor - Front,Fifty Dollar,Nov,Thursday,4 Reel,Classic Symbols,2,Monthy Player,None,sunny,253
3rd Floor - Front,Fifty Dollar,Nov,Sunday,5 Reel,Retro,15,New Player,None,bad,501
3rd Floor - Front,Fifty Dollar,Dec,Monday,5 Reel,Food,2,New Player,None,good,290
3rd Floor - Front,Fifty Dollar,Dec,Wednesday,Progressive,Fruit,16,None,None,wet,1134
3rd Floor - Front,Hundred Dollar,Jan,Monday,Bonus Video,Regional,16,Daily Special,None,blusterous,698
3rd Floor - Front,Hundred Dollar,Jan,Wednesday,Progressive,Magic,20,Daily Special,None,dark,1424
3rd Floor - Front,Hundred Dollar,Jan,Thursday,4 Reel,Sea,6,New Player,None,misty,1636
3rd Floor - Front,Hundred Dollar,Jan,Friday,5 Reel,Fruit,20,Monthy Player,None,snow,1843
3rd Floor - Front,Hundred Dollar,Jan,Friday,Progressive,Animals,16,Monthy Player,None,damp,1065
3rd Floor - Front,Hundred Dollar,Jan,Friday,Progressive,Travel,1,Daily Special,None,misty,726
3rd Floor - Front,Hundred Dollar,Feb,Monday,Bonus Video,Classic Symbols,1,None,None,icy,1472
3rd Floor - Front,Hundred Dollar,Mar,Wednesday,4 Reel,Food,15,Monthy Player,None,hot,477
3rd Floor - Front,Hundred Dollar,Mar,Thursday,4 Reel,Casinos,9,Daily Special,None,dead,166
3rd Floor - Front,Hundred Dollar,Mar,Thursday,Progressive,Retro,6,Daily Special,None,revolting,1398
3rd Floor - Front,Hundred Dollar,Mar,Sunday,4 Reel,Classic Symbols,16,Monthy Player,None,close,1875
3rd Floor - Front,Hundred Dollar,May,Sunday,Progressive,Entertainment,18,Monthy Player,None,scorching,1167
3rd Floor - Front,Hundred Dollar,Jun,Thursday,4 Reel,Love,19,Monthy Player,None,close,851
3rd Floor - Front,Hundred Dollar,Jun,Thursday,5 Reel,Retro,20,Daily Special,None,blusterous,2165
3rd Floor - Front,Hundred Dollar,Jun,Sunday,5 Reel,Movies,7,New Player,None,arid,276
3rd Floor - Front,Hundred Dollar,Jul,Monday,Progressive,Magic,19,New Player,None,tempestuous,18
3rd Floor - Front,Hundred Dollar,Aug,Wednesday,4 Reel,Casinos,5,Daily Special,None,hot,1767
3rd Floor - Front,Hundred Dollar,Aug,Thursday,5 Reel,Love,16,New Player,None,sunny,1346
3rd Floor - Front,Hundred Dollar,Oct,Wednesday,5 Reel,Classic Symbols,9,None,None,balmy,268
3rd Floor - Back,Penny,Jan,Tuesday,5 Reel,Casinos,7,New Player,None,blusterous,1565
3rd Floor - Back,Penny,Feb,Tuesday,5 Reel,Casinos,2,VIP,None,dead,1208
3rd Floor - Back,Penny,Feb,Friday,4 Reel,Movies,14,Daily Special,None,crummy,1447
3rd Floor - Back,Penny,Feb,Friday,5 Reel,Adventure,15,New Player,None,arid,1607
3rd Floor - Back,Penny,Mar,Monday,Bonus Video,History,2,New Player,None,warm,58
3rd Floor - Back,Penny,Mar,Friday,Progressive,Food,19,Monthy Player,None,stormy,964
3rd Floor - Back,Penny,Apr,Wednesday,Bonus Video,Retro,11,None,None,icy,1150
3rd Floor - Back,Penny,May,Tuesday,5 Reel,Travel,12,None,None,warm,1717
3rd Floor - Back,Penny,May,Sunday,4 Reel,Retro,14,VIP,None,sunny,1159
3rd Floor - Back,Penny,Jun,Monday,5 Reel,American,14,None,None,drizzly,1996
3rd Floor - Back,Penny,Jun,Monday,5 Reel,Entertainment,17,VIP,None,balmy,1835
3rd Floor - Back,Penny,Jun,Tuesday,Progressive,American,1,New Player,None,mild,326
3rd Floor - Back,Penny,Jun,Wednesday,4 Reel,Magic,10,None,None,sunny,1433
3rd Floor - Back,Penny,Jun,Wednesday,Bonus Video,Holidays,17,None,None,scorching,896
3rd Floor - Back,Penny,Jun,Friday,4 Reel,Food,12,Monthy Player,None,wet,861
3rd Floor - Back,Penny,Jun,Sunday,5 Reel,Classic Symbols,7,Monthy Player,None,sunny,1001
3rd Floor - Back,Penny,Jul,Monday,Bonus Video,Animals,5,None,None,raw,421
3rd Floor - Back,Penny,Jul,Thursday,4 Reel,Regional,15,None,None,icy,207
3rd Floor - Back,Penny,Aug,Thursday,5 Reel,Magic,7,None,None,misty,1874
3rd Floor - Back,Penny,Aug,Friday,Progressive,Holidays,11,None,None,stormy,1300
3rd Floor - Back,Penny,Oct,Monday,4 Reel,Movies,10,New Player,None,showery,706
3rd Floor - Back,Penny,Oct,Monday,5 Reel,Regional,2,New Player,None,muggy,600
3rd Floor - Back,Penny,Nov,Tuesday,5 Reel,Food,13,Daily Special,None,mild,685
3rd Floor - Back,Penny,Nov,Friday,Bonus Video,American,5,New Player,None,good,631
3rd Floor - Back,Penny,Nov,Sunday,Progressive,Animals,5,Monthy Player,None,scorching,396
3rd Floor - Back,Penny,Dec,Monday,5 Reel,Food,1,Daily Special,None,cloudy,1153
3rd Floor - Back,Penny,Dec,Tuesday,Progressive,Fairy Tale,19,VIP,None,icy,392
3rd Floor - Back,Penny,Dec,Thursday,Progressive,Retro,1,Daily Special,None,showery,704
3rd Floor - Back,Two Cent,Jan,Wednesday,5 Reel,Horror,5,VIP,None,blusterous,1472
3rd Floor - Back,Two Cent,Jan,Thursday,4 Reel,Travel,7,None,None,arid,658
3rd Floor - Back,Two Cent,Feb,Wednesday,5 Reel,Food,3,New Player,None,bitter,1144
3rd Floor - Back,Two Cent,Feb,Sunday,4 Reel,Horror,6,Monthy Player,None,windy,1735
3rd Floor - Back,Two Cent,Feb,Sunday,4 Reel,Retro,13,Daily Special,None,frosty,348
3rd Floor - Back,Two Cent,Feb,Sunday,Bonus Video,Adventure,9,New Player,None,stormy,683
3rd Floor - Back,Two Cent,Mar,Monday,4 Reel,American,8,New Player,None,mild,947
3rd Floor - Back,Two Cent,Mar,Tuesday,Bonus Video,Movies,10,VIP,None,wet,1492
3rd Floor - Back,Two Cent,Mar,Thursday,Progressive,Fairy Tale,9,None,None,icy,1927
3rd Floor - Back,Two Cent,Apr,Tuesday,Progressive,Riches,3,New Player,None,hot,1359
3rd Floor - Back,Two Cent,May,Tuesday,4 Reel,Movies,8,Daily Special,None,muggy,661
3rd Floor - Back,Two Cent,May,Wednesday,5 Reel,Holidays,11,None,None,close,391
3rd Floor - Back,Two Cent,May,Friday,Progressive,Casinos,11,New Player,None,arid,1387
3rd Floor - Back,Two Cent,Jun,Monday,4 Reel,Holidays,16,None,None,tempestuous,1846
3rd Floor - Back,Two Cent,Jun,Monday,Bonus Video,Sea,10,VIP,None,calm,2169
3rd Floor - Back,Two Cent,Jun,Wednesday,Bonus Video,Other,17,None,None,bad,1496
3rd Floor - Back,Two Cent,Jun,Friday,4 Reel,Fruit,15,Monthy Player,None,bitter,1758
3rd Floor - Back,Two Cent,Jul,Monday,4 Reel,Other,20,New Player,None,close,888
3rd Floor - Back,Two Cent,Jul,Sunday,Progressive,Holidays,4,None,None,misty,567
3rd Floor - Back,Two Cent,Aug,Friday,Bonus Video,Sea,15,None,None,clear,154
3rd Floor - Back,Two Cent,Sep,Tuesday,5 Reel,Retro,19,Daily Special,None,blusterous,1401
3rd Floor - Back,Two Cent,Sep,Tuesday,Progressive,Casinos,15,Daily Special,None,bitter,592
3rd Floor - Back,Two Cent,Oct,Thursday,Progressive,Entertainment,19,Daily Special,None,mild,995
3rd Floor - Back,Two Cent,Nov,Monday,Bonus Video,American,12,None,None,frosty,1222
3rd Floor - Back,Two Cent,Dec,Wednesday,4 Reel,Travel,19,VIP,None,calm,1020
3rd Floor - Back,Nickel,Jan,Tuesday,Bonus Video,Horror,9,New Player,None,frosty,905
3rd Floor - Back,Nickel,Jan,Friday,Bonus Video,Regional,17,VIP,None,calm,1114
3rd Floor - Back,Nickel,Feb,Monday,4 Reel,Other,7,VIP,None,arid,1614
3rd Floor - Back,Nickel,Apr,Thursday,Progressive,Fairy Tale,7,VIP,None,warm,765
3rd Floor - Back,Nickel,Jul,Friday,4 Reel,Adventure,7,None,None,sultry,1520
3rd Floor - Back,Nickel,Sep,Monday,Bonus Video,Sea,10,Monthy Player,None,drizzly,1717
3rd Floor - Back,Nickel,Oct,Tuesday,5 Reel,Travel,18,New Player,None,bad,174
3rd Floor - Back,Nickel,Nov,Wednesday,4 Reel,Retro,2,VIP,None,dead,982
3rd Floor - Back,Nickel,Dec,Tuesday,Progressive,Regional,17,None,None,dark,1759
3rd Floor - Back,Dime,Jan,Monday,5 Reel,Fruit,3,New Player,None,dead,309
3rd Floor - Back,Dime,Feb,Monday,5 Reel,Casinos,10,Monthy Player,None,steamy,1494
3rd Floor - Back,Dime,Mar,Friday,Progressive,Riches,8,None,None,balmy,771
3rd Floor - Back,Dime,Apr,Monday,4 Reel,Magic,13,None,None,bitter,1995
3rd Floor - Back,Dime,May,Wednesday,Bonus Video,Adventure,14,VIP,None,balmy,438
3rd Floor - Back,Dime,May,Friday,5 Reel,Adventure,2,None,None,rainy,1206
3rd Floor - Back,Dime,May,Friday,Progressive,Movies,12,None,None,clear,304
3rd Floor - Back,Dime,Jul,Tuesday,Bonus Video,Riches,16,None,None,damp,117
3rd Floor - Back,Dime,Jul,Wednesday,4 Reel,Love,14,Monthy Player,None,arid,1748
3rd Floor - Back,Dime,Sep,Thursday,5 Reel,Sea,12,Daily Special,None,windy,1608
3rd Floor - Back,Dime,Oct,Monday,Bonus Video,American,10,Monthy Player,None,raw,2200
3rd Floor - Back,Dime,Oct,Monday,Bonus Video,Holidays,14,Daily Special,None,snow,24
3rd Floor - Back,Dime,Nov,Monday,Bonus Video,Entertainment,6,None,None,snow,119
3rd Floor - Back,Dime,Dec,Tuesday,Bonus Video,Movies,6,Daily Special,None,blusterous,1776
3rd Floor - Back,Dime,Dec,Thursday,Bonus Video,Other,6,None,None,cloudy,883
3rd Floor - Back,Dime,Dec,Friday,5 Reel,Movies,7,Monthy Player,None,hazy,1219
3rd Floor - Back,Quarter,Jan,Wednesday,4 Reel,Animals,7,None,None,stormy,1069
3rd Floor - Back,Quarter,Jan,Thursday,Bonus Video,Other,19,VIP,None,bitter,1780
3rd Floor - Back,Quarter,Feb,Monday,4 Reel,Entertainment,6,Daily Special,None,stormy,2188
3rd Floor - Back,Quarter,Feb,Sunday,Bonus Video,Entertainment,11,New Player,None,cold,627
3rd Floor - Back,Quarter,Mar,Monday,4 Reel,Other,6,Daily Special,None,frosty,2139
3rd Floor - Back,Quarter,Mar,Wednesday,Progressive,Movies,2,VIP,None,humid,331
3rd Floor - Back,Quarter,May,Tuesday,5 Reel,Horror,14,None,None,sultry,606
3rd Floor - Back,Quarter,May,Tuesday,Bonus Video,Horror,9,VIP,None,showery,1848
3rd Floor - Back,Quarter,May,Friday,Bonus Video,Fruit,4,None,None,bad,2157
3rd Floor - Back,Quarter,Jun,Friday,Progressive,Love,20,Daily Special,None,rainy,1756
3rd Floor - Back,Quarter,Jul,Wednesday,4 Reel,Riches,2,Daily Special,None,damp,1928
3rd Floor - Back,Quarter,Aug,Monday,4 Reel,Travel,12,None,None,windy,1447
3rd Floor - Back,Quarter,Aug,Tuesday,Bonus Video,American,4,None,None,humid,1060
3rd Floor - Back,Quarter,Sep,Thursday,Progressive,Magic,18,New Player,None,icy,197
3rd Floor - Back,Quarter,Sep,Sunday,Bonus Video,Food,5,None,None,windy,348
3rd Floor - Back,Quarter,Oct,Monday,Bonus Video,Love,17,New Player,None,drizzly,437
3rd Floor - Back,Quarter,Nov,Wednesday,4 Reel,Retro,7,None,None,balmy,1784
3rd Floor - Back,Quarter,Nov,Thursday,Bonus Video,American,20,None,None,showery,1691
3rd Floor - Back,Half Dollar,Feb,Sunday,Bonus Video,Other,5,Daily Special,None,clear,311
3rd Floor - Back,Half Dollar,Mar,Tuesday,4 Reel,American,5,None,None,clear,1831
3rd Floor - Back,Half Dollar,May,Tuesday,4 Reel,Movies,19,New Player,None,crummy,1043
3rd Floor - Back,Half Dollar,May,Sunday,4 Reel,Animals,2,VIP,None,snow,1935
3rd Floor - Back,Half Dollar,May,Sunday,Bonus Video,Fairy Tale,4,VIP,None,showery,1096
3rd Floor - Back,Half Dollar,Jun,Sunday,4 Reel,Fairy Tale,15,Monthy Player,None,cold,1226
3rd Floor - Back,Half Dollar,Jun,Sunday,Bonus Video,Love,4,Monthy Player,None,blusterous,462
3rd Floor - Back,Half Dollar,Jul,Monday,5 Reel,Holidays,1,Monthy Player,None,calm,1817
3rd Floor - Back,Half Dollar,Jul,Friday,4 Reel,Magic,5,Daily Special,None,good,1400
3rd Floor - Back,Half Dollar,Jul,Friday,5 Reel,Riches,7,New Player,None,mild,587
3rd Floor - Back,Half Dollar,Jul,Sunday,Progressive,Entertainment,6,Monthy Player,None,arid,840
3rd Floor - Back,Half Dollar,Aug,Tuesday,4 Reel,Movies,17,Daily Special,None,raw,1588
3rd Floor - Back,Half Dollar,Aug,Sunday,5 Reel,Other,4,Daily Special,None,raw,483
3rd Floor - Back,Dollar,Jan,Thursday,4 Reel,Sea,13,VIP,None,misty,1217
3rd Floor - Back,Dollar,Jan,Thursday,5 Reel,Fruit,4,Monthy Player,None,stormy,568
3rd Floor - Back,Dollar,May,Monday,Bonus Video,Fairy Tale,18,Monthy Player,None,hazy,2082
3rd Floor - Back,Dollar,May,Tuesday,Progressive,History,12,None,None,crummy,1428
3rd Floor - Back,Dollar,Jun,Sunday,Progressive,Holidays,2,None,None,icy,1918
3rd Floor - Back,Dollar,Jul,Tuesday,Progressive,Adventure,5,Monthy Player,None,good,185
3rd Floor - Back,Dollar,Sep,Tuesday,4 Reel,Adventure,6,Monthy Player,None,drizzly,363
3rd Floor - Back,Dollar,Sep,Tuesday,Bonus Video,Holidays,9,Daily Special,None,scorching,1084
3rd Floor - Back,Dollar,Oct,Tuesday,4 Reel,Regional,14,None,None,crummy,109
3rd Floor - Back,Dollar,Oct,Tuesday,5 Reel,Movies,1,VIP,None,clear,299
3rd Floor - Back,Dollar,Oct,Sunday,Progressive,Retro,3,None,None,bad,2189
3rd Floor - Back,Dollar,Dec,Sunday,Bonus Video,Food,16,Daily Special,None,frosty,646
3rd Floor - Back,Two Dollar,Jan,Friday,Bonus Video,Retro,8,New Player,None,snow,1542
3rd Floor - Back,Two Dollar,Feb,Monday,4 Reel,Classic Symbols,5,Monthy Player,None,cold,1328
3rd Floor - Back,Two Dollar,Feb,Monday,Bonus Video,Holidays,4,VIP,None,cloudy,1723
3rd Floor - Back,Two Dollar,Mar,Sunday,5 Reel,Riches,18,None,None,stormy,1013
3rd Floor - Back,Two Dollar,Apr,Friday,5 Reel,History,15,Monthy Player,None,bitter,1
3rd Floor - Back,Two Dollar,May,Wednesday,Bonus Video,Other,1,VIP,None,dead,1777
3rd Floor - Back,Two Dollar,Jun,Wednesday,5 Reel,Magic,12,Monthy Player,None,warm,1318
3rd Floor - Back,Two Dollar,Jun,Sunday,Progressive,Love,10,VIP,None,cold,1103
3rd Floor - Back,Two Dollar,Sep,Friday,Progressive,Casinos,8,Daily Special,None,raw,2048
3rd Floor - Back,Two Dollar,Oct,Monday,Progressive,History,12,New Player,None,damp,583
3rd Floor - Back,Two Dollar,Nov,Tuesday,5 Reel,Sea,10,New Player,None,scorching,1636
3rd Floor - Back,Two Dollar,Nov,Sunday,Bonus Video,Travel,6,None,None,calm,153
3rd Floor - Back,Two Dollar,Dec,Monday,Progressive,Classic Symbols,3,None,None,stormy,1047
3rd Floor - Back,Two Dollar,Dec,Wednesday,4 Reel,Movies,5,VIP,None,dark,1755
3rd Floor - Back,Two Dollar,Dec,Thursday,Bonus Video,History,5,None,None,humid,587
3rd Floor - Back,Two Dollar,Dec,Friday,4 Reel,Holidays,7,VIP,None,humid,1332
3rd Floor - Back,Five Dollar,Feb,Sunday,5 Reel,Horror,13,None,None,misty,1841
3rd Floor - Back,Five Dollar,Apr,Friday,Progressive,Other,18,Daily Special,None,close,1412
3rd Floor - Back,Five Dollar,May,Monday,Bonus Video,Classic Symbols,13,Monthy Player,None,stormy,582
3rd Floor - Back,Five Dollar,May,Tuesday,Progressive,Fairy Tale,20,Monthy Player,None,blusterous,1169
3rd Floor - Back,Five Dollar,May,Friday,5 Reel,Food,3,VIP,None,mild,1839
3rd Floor - Back,Five Dollar,May,Sunday,5 Reel,American,12,None,None,clear,718
3rd Floor - Back,Five Dollar,Jun,Wednesday,Bonus Video,Horror,8,Monthy Player,None,bad,798
3rd Floor - Back,Five Dollar,Jul,Monday,Bonus Video,Classic Symbols,13,None,None,blusterous,220
3rd Floor - Back,Five Dollar,Jul,Tuesday,5 Reel,Horror,15,Daily Special,None,bitter,1341
3rd Floor - Back,Five Dollar,Jul,Thursday,Bonus Video,Riches,16,Monthy Player,None,rainy,28
3rd Floor - Back,Five Dollar,Aug,Tuesday,Progressive,History,3,None,None,icy,109
3rd Floor - Back,Five Dollar,Oct,Monday,Bonus Video,American,3,New Player,None,steamy,435
3rd Floor - Back,Five Dollar,Oct,Sunday,Bonus Video,Animals,19,Monthy Player,None,warm,702
3rd Floor - Back,Five Dollar,Nov,Monday,4 Reel,Movies,10,Monthy Player,None,mild,2079
3rd Floor - Back,Five Dollar,Nov,Tuesday,5 Reel,History,20,Monthy Player,None,dead,713
3rd Floor - Back,Five Dollar,Nov,Friday,4 Reel,Casinos,13,Monthy Player,None,cloudy,446
3rd Floor - Back,Five Dollar,Dec,Tuesday,Progressive,Retro,8,VIP,None,revolting,860
3rd Floor - Back,Ten Dollar,Jan,Monday,4 Reel,Movies,1,Monthy Player,None,hot,1911
3rd Floor - Back,Ten Dollar,Jan,Friday,5 Reel,Fruit,16,None,None,blusterous,99
3rd Floor - Back,Ten Dollar,Jan,Friday,5 Reel,Magic,7,New Player,None,mild,1532
3rd Floor - Back,Ten Dollar,Feb,Sunday,4 Reel,Animals,5,New Player,None,damp,800
3rd Floor - Back,Ten Dollar,Mar,Tuesday,Progressive,Adventure,13,VIP,None,close,952
3rd Floor - Back,Ten Dollar,Mar,Wednesday,4 Reel,Entertainment,3,VIP,None,damp,1145
3rd Floor - Back,Ten Dollar,Apr,Thursday,4 Reel,Movies,11,VIP,None,blusterous,2156
3rd Floor - Back,Ten Dollar,May,Monday,Bonus Video,Food,3,None,None,arid,688
3rd Floor - Back,Ten Dollar,May,Tuesday,5 Reel,Fruit,10,Monthy Player,None,snow,1621
3rd Floor - Back,Ten Dollar,May,Wednesday,Progressive,Adventure,5,Daily Special,None,close,1086
3rd Floor - Back,Ten Dollar,May,Sunday,Progressive,Love,3,New Player,None,blusterous,368
3rd Floor - Back,Ten Dollar,Jun,Wednesday,Bonus Video,Riches,15,VIP,None,windy,2035
3rd Floor - Back,Ten Dollar,Jun,Thursday,5 Reel,Magic,9,VIP,None,close,812
3rd Floor - Back,Ten Dollar,Jul,Friday,Progressive,Fruit,10,New Player,None,arid,1690
3rd Floor - Back,Ten Dollar,Jul,Sunday,5 Reel,Movies,14,Monthy Player,None,muggy,390
3rd Floor - Back,Ten Dollar,Aug,Friday,Bonus Video,Other,3,New Player,None,humid,814
3rd Floor - Back,Ten Dollar,Sep,Wednesday,Bonus Video,Magic,10,Monthy Player,None,close,1415
3rd Floor - Back,Ten Dollar,Oct,Thursday,4 Reel,Food,1,VIP,None,misty,179
3rd Floor - Back,Ten Dollar,Dec,Monday,5 Reel,Casinos,2,Daily Special,None,dead,794
3rd Floor - Back,Ten Dollar,Dec,Monday,Bonus Video,Animals,17,New Player,None,bitter,1216
3rd Floor - Back,Ten Dollar,Dec,Thursday,4 Reel,American,7,VIP,None,humid,1153
3rd Floor - Back,Twenty Five Dollar,Jan,Monday,4 Reel,Holidays,16,None,None,stormy,1022
3rd Floor - Back,Twenty Five Dollar,Apr,Monday,Bonus Video,Horror,17,Monthy Player,None,clear,1263
3rd Floor - Back,Twenty Five Dollar,May,Monday,Progressive,Fairy Tale,20,Daily Special,None,stormy,1777
3rd Floor - Back,Twenty Five Dollar,May,Wednesday,4 Reel,Travel,15,VIP,None,dark,782
3rd Floor - Back,Twenty Five Dollar,Jul,Tuesday,Bonus Video,Fruit,16,Monthy Player,None,tempestuous,1301
3rd Floor - Back,Twenty Five Dollar,Jul,Friday,5 Reel,Classic Symbols,16,Daily Special,None,bad,2086
3rd Floor - Back,Twenty Five Dollar,Aug,Monday,Bonus Video,Fairy Tale,10,VIP,None,cloudy,2148
3rd Floor - Back,Twenty Five Dollar,Aug,Thursday,Bonus Video,Riches,4,None,None,clear,153
3rd Floor - Back,Twenty Five Dollar,Aug,Friday,Bonus Video,Magic,10,None,None,bitter,1956
